SensorName,AQI,AQI_Range,time_stamp,year,date,time,id
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,136.5,Unhealthy for Sensitive Groups,2023-03-08T14:50:00Z,2023,2023-03-08,14:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,111.8,Unhealthy for Sensitive Groups,2023-03-08T17:20:00Z,2023,2023-03-08,17:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,101.7,Unhealthy for Sensitive Groups,2023-03-09T15:20:00Z,2023,2023-03-09,15:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,111.8,Unhealthy for Sensitive Groups,2023-03-09T15:50:00Z,2023,2023-03-09,15:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,146.3,Unhealthy for Sensitive Groups,2023-03-16T16:30:00Z,2023,2023-03-16,16:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,132.3,Unhealthy for Sensitive Groups,2023-03-16T19:00:00Z,2023,2023-03-16,19:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,152.1,Unhealthy,2023-03-16T19:10:00Z,2023,2023-03-16,19:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,155.4,Unhealthy,2023-03-16T19:20:00Z,2023,2023-03-16,19:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,119.0,Unhealthy for Sensitive Groups,2023-03-24T02:10:00Z,2023,2023-03-24,02:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,167.7,Unhealthy,2023-03-24T11:20:00Z,2023,2023-03-24,11:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,137.7,Unhealthy for Sensitive Groups,2023-03-24T11:30:00Z,2023,2023-03-24,11:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,164.4,Unhealthy,2023-03-24T23:20:00Z,2023,2023-03-24,23:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,183.6,Unhealthy,2023-03-24T23:30:00Z,2023,2023-03-24,23:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,152.9,Unhealthy,2023-03-24T23:40:00Z,2023,2023-03-24,23:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,159.1,Unhealthy,2023-03-26T11:40:00Z,2023,2023-03-26,11:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,160.8,Unhealthy,2023-03-26T23:40:00Z,2023,2023-03-26,23:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,155.9,Unhealthy,2023-03-26T23:50:00Z,2023,2023-03-26,23:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,157.1,Unhealthy,2023-03-27T00:00:00Z,2023,2023-03-27,00:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,151.7,Unhealthy,2023-03-27T00:10:00Z,2023,2023-03-27,00:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,152.1,Unhealthy,2023-03-27T00:50:00Z,2023,2023-03-27,00:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,112.6,Unhealthy for Sensitive Groups,2023-03-27T01:10:00Z,2023,2023-03-27,01:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,274.9,Very Unhealthy,2023-03-27T12:00:00Z,2023,2023-03-27,12:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,147.3,Unhealthy for Sensitive Groups,2023-03-27T18:30:00Z,2023,2023-03-27,18:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,116.0,Unhealthy for Sensitive Groups,2023-03-27T19:10:00Z,2023,2023-03-27,19:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,125.4,Unhealthy for Sensitive Groups,2023-03-27T19:20:00Z,2023,2023-03-27,19:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,107.2,Unhealthy for Sensitive Groups,2023-03-27T19:40:00Z,2023,2023-03-27,19:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,115.8,Unhealthy for Sensitive Groups,2023-03-27T22:00:00Z,2023,2023-03-27,22:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,115.0,Unhealthy for Sensitive Groups,2023-03-27T22:10:00Z,2023,2023-03-27,22:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,157.2,Unhealthy,2023-03-27T23:10:00Z,2023,2023-03-27,23:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,151.2,Unhealthy,2023-03-27T23:20:00Z,2023,2023-03-27,23:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,188.0,Unhealthy,2023-03-27T23:30:00Z,2023,2023-03-27,23:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,155.8,Unhealthy,2023-03-27T23:40:00Z,2023,2023-03-27,23:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,112.6,Unhealthy for Sensitive Groups,2023-03-27T23:50:00Z,2023,2023-03-27,23:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,145.8,Unhealthy for Sensitive Groups,2023-03-28T00:00:00Z,2023,2023-03-28,00:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,138.9,Unhealthy for Sensitive Groups,2023-03-28T00:10:00Z,2023,2023-03-28,00:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,162.7,Unhealthy,2023-03-28T02:00:00Z,2023,2023-03-28,02:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,101.2,Unhealthy for Sensitive Groups,2023-03-28T02:10:00Z,2023,2023-03-28,02:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,114.5,Unhealthy for Sensitive Groups,2023-03-28T02:20:00Z,2023,2023-03-28,02:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,112.1,Unhealthy for Sensitive Groups,2023-03-28T02:30:00Z,2023,2023-03-28,02:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,152.3,Unhealthy,2023-03-28T03:00:00Z,2023,2023-03-28,03:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,113.3,Unhealthy for Sensitive Groups,2023-03-28T03:10:00Z,2023,2023-03-28,03:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,160.5,Unhealthy,2023-03-28T11:50:00Z,2023,2023-03-28,11:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,153.5,Unhealthy,2023-03-28T12:10:00Z,2023,2023-03-28,12:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,122.7,Unhealthy for Sensitive Groups,2023-03-28T12:30:00Z,2023,2023-03-28,12:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,151.2,Unhealthy,2023-03-28T12:40:00Z,2023,2023-03-28,12:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,137.9,Unhealthy for Sensitive Groups,2023-03-28T12:50:00Z,2023,2023-03-28,12:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,119.2,Unhealthy for Sensitive Groups,2023-03-28T15:00:00Z,2023,2023-03-28,15:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,131.0,Unhealthy for Sensitive Groups,2023-03-28T23:50:00Z,2023,2023-03-28,23:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,184.1,Unhealthy,2023-03-29T00:20:00Z,2023,2023-03-29,00:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,115.8,Unhealthy for Sensitive Groups,2023-03-29T00:40:00Z,2023,2023-03-29,00:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,209.0,Very Unhealthy,2023-03-29T00:50:00Z,2023,2023-03-29,00:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,188.5,Unhealthy,2023-03-29T01:00:00Z,2023,2023-03-29,01:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,167.8,Unhealthy,2023-04-04T01:40:00Z,2023,2023-04-04,01:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,196.8,Unhealthy,2023-04-04T01:50:00Z,2023,2023-04-04,01:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,173.9,Unhealthy,2023-04-04T02:10:00Z,2023,2023-04-04,02:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,172.3,Unhealthy,2023-04-04T02:20:00Z,2023,2023-04-04,02:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,160.1,Unhealthy,2023-04-04T02:30:00Z,2023,2023-04-04,02:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,136.9,Unhealthy for Sensitive Groups,2023-04-09T23:10:00Z,2023,2023-04-09,23:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,149.8,Unhealthy for Sensitive Groups,2023-05-13T02:10:00Z,2023,2023-05-13,02:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,154.6,Unhealthy,2023-05-13T02:20:00Z,2023,2023-05-13,02:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,167.9,Unhealthy,2023-05-13T02:30:00Z,2023,2023-05-13,02:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,127.3,Unhealthy for Sensitive Groups,2023-05-13T02:40:00Z,2023,2023-05-13,02:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,154.8,Unhealthy,2023-05-13T03:00:00Z,2023,2023-05-13,03:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,151.6,Unhealthy,2023-05-13T05:30:00Z,2023,2023-05-13,05:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,136.0,Unhealthy for Sensitive Groups,2023-05-13T05:40:00Z,2023,2023-05-13,05:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,152.9,Unhealthy,2023-05-14T07:50:00Z,2023,2023-05-14,07:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,152.5,Unhealthy,2023-05-28T08:50:00Z,2023,2023-05-28,08:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,144.3,Unhealthy for Sensitive Groups,2023-05-28T09:00:00Z,2023,2023-05-28,09:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,105.2,Unhealthy for Sensitive Groups,2023-05-28T09:10:00Z,2023,2023-05-28,09:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,101.5,Unhealthy for Sensitive Groups,2023-05-31T05:30:00Z,2023,2023-05-31,05:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,117.0,Unhealthy for Sensitive Groups,2023-05-31T05:40:00Z,2023,2023-05-31,05:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,122.7,Unhealthy for Sensitive Groups,2023-05-31T05:50:00Z,2023,2023-05-31,05:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,125.6,Unhealthy for Sensitive Groups,2023-05-31T06:00:00Z,2023,2023-05-31,06:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,128.1,Unhealthy for Sensitive Groups,2023-05-31T06:10:00Z,2023,2023-05-31,06:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,126.6,Unhealthy for Sensitive Groups,2023-05-31T06:20:00Z,2023,2023-05-31,06:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,123.9,Unhealthy for Sensitive Groups,2023-05-31T06:30:00Z,2023,2023-05-31,06:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,123.9,Unhealthy for Sensitive Groups,2023-05-31T06:40:00Z,2023,2023-05-31,06:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,126.6,Unhealthy for Sensitive Groups,2023-05-31T06:50:00Z,2023,2023-05-31,06:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,127.1,Unhealthy for Sensitive Groups,2023-05-31T07:00:00Z,2023,2023-05-31,07:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,130.3,Unhealthy for Sensitive Groups,2023-05-31T07:10:00Z,2023,2023-05-31,07:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,128.3,Unhealthy for Sensitive Groups,2023-05-31T07:20:00Z,2023,2023-05-31,07:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,119.7,Unhealthy for Sensitive Groups,2023-05-31T07:30:00Z,2023,2023-05-31,07:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,112.8,Unhealthy for Sensitive Groups,2023-05-31T07:40:00Z,2023,2023-05-31,07:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,106.9,Unhealthy for Sensitive Groups,2023-05-31T07:50:00Z,2023,2023-05-31,07:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,107.6,Unhealthy for Sensitive Groups,2023-05-31T08:00:00Z,2023,2023-05-31,08:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,107.2,Unhealthy for Sensitive Groups,2023-05-31T08:10:00Z,2023,2023-05-31,08:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,109.9,Unhealthy for Sensitive Groups,2023-05-31T08:20:00Z,2023,2023-05-31,08:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,115.5,Unhealthy for Sensitive Groups,2023-05-31T08:30:00Z,2023,2023-05-31,08:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,117.0,Unhealthy for Sensitive Groups,2023-05-31T08:40:00Z,2023,2023-05-31,08:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,118.5,Unhealthy for Sensitive Groups,2023-05-31T08:50:00Z,2023,2023-05-31,08:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,119.0,Unhealthy for Sensitive Groups,2023-05-31T09:00:00Z,2023,2023-05-31,09:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,118.5,Unhealthy for Sensitive Groups,2023-05-31T09:10:00Z,2023,2023-05-31,09:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,114.8,Unhealthy for Sensitive Groups,2023-05-31T09:20:00Z,2023,2023-05-31,09:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,109.6,Unhealthy for Sensitive Groups,2023-05-31T09:30:00Z,2023,2023-05-31,09:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,109.1,Unhealthy for Sensitive Groups,2023-05-31T09:40:00Z,2023,2023-05-31,09:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,107.6,Unhealthy for Sensitive Groups,2023-05-31T09:50:00Z,2023,2023-05-31,09:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,107.6,Unhealthy for Sensitive Groups,2023-05-31T10:00:00Z,2023,2023-05-31,10:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,107.9,Unhealthy for Sensitive Groups,2023-05-31T10:10:00Z,2023,2023-05-31,10:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,106.2,Unhealthy for Sensitive Groups,2023-05-31T10:20:00Z,2023,2023-05-31,10:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,104.7,Unhealthy for Sensitive Groups,2023-05-31T10:30:00Z,2023,2023-05-31,10:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,105.9,Unhealthy for Sensitive Groups,2023-05-31T10:40:00Z,2023,2023-05-31,10:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,103.2,Unhealthy for Sensitive Groups,2023-05-31T10:50:00Z,2023,2023-05-31,10:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,102.0,Unhealthy for Sensitive Groups,2023-05-31T11:00:00Z,2023,2023-05-31,11:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,101.7,Unhealthy for Sensitive Groups,2023-05-31T11:10:00Z,2023,2023-05-31,11:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,103.0,Unhealthy for Sensitive Groups,2023-05-31T11:20:00Z,2023,2023-05-31,11:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,101.2,Unhealthy for Sensitive Groups,2023-05-31T12:00:00Z,2023,2023-05-31,12:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,102.0,Unhealthy for Sensitive Groups,2023-06-06T01:40:00Z,2023,2023-06-06,01:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,105.4,Unhealthy for Sensitive Groups,2023-06-06T01:50:00Z,2023,2023-06-06,01:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,108.9,Unhealthy for Sensitive Groups,2023-06-06T02:00:00Z,2023,2023-06-06,02:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,108.4,Unhealthy for Sensitive Groups,2023-06-06T02:10:00Z,2023,2023-06-06,02:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,114.5,Unhealthy for Sensitive Groups,2023-06-06T02:20:00Z,2023,2023-06-06,02:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,114.3,Unhealthy for Sensitive Groups,2023-06-06T02:30:00Z,2023,2023-06-06,02:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,113.8,Unhealthy for Sensitive Groups,2023-06-06T02:40:00Z,2023,2023-06-06,02:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,116.0,Unhealthy for Sensitive Groups,2023-06-06T02:50:00Z,2023,2023-06-06,02:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,115.0,Unhealthy for Sensitive Groups,2023-06-06T03:00:00Z,2023,2023-06-06,03:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,118.7,Unhealthy for Sensitive Groups,2023-06-06T03:10:00Z,2023,2023-06-06,03:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,121.7,Unhealthy for Sensitive Groups,2023-06-06T03:20:00Z,2023,2023-06-06,03:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,124.1,Unhealthy for Sensitive Groups,2023-06-06T03:30:00Z,2023,2023-06-06,03:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,121.2,Unhealthy for Sensitive Groups,2023-06-06T03:40:00Z,2023,2023-06-06,03:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,119.5,Unhealthy for Sensitive Groups,2023-06-06T03:50:00Z,2023,2023-06-06,03:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,123.2,Unhealthy for Sensitive Groups,2023-06-06T04:00:00Z,2023,2023-06-06,04:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,120.5,Unhealthy for Sensitive Groups,2023-06-06T04:10:00Z,2023,2023-06-06,04:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,120.7,Unhealthy for Sensitive Groups,2023-06-06T04:20:00Z,2023,2023-06-06,04:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,122.4,Unhealthy for Sensitive Groups,2023-06-06T04:30:00Z,2023,2023-06-06,04:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,122.4,Unhealthy for Sensitive Groups,2023-06-06T04:40:00Z,2023,2023-06-06,04:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,124.1,Unhealthy for Sensitive Groups,2023-06-06T04:50:00Z,2023,2023-06-06,04:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,123.9,Unhealthy for Sensitive Groups,2023-06-06T05:00:00Z,2023,2023-06-06,05:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,118.7,Unhealthy for Sensitive Groups,2023-06-06T05:10:00Z,2023,2023-06-06,05:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,121.9,Unhealthy for Sensitive Groups,2023-06-06T05:20:00Z,2023,2023-06-06,05:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,123.7,Unhealthy for Sensitive Groups,2023-06-06T05:30:00Z,2023,2023-06-06,05:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,121.7,Unhealthy for Sensitive Groups,2023-06-06T05:40:00Z,2023,2023-06-06,05:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,124.6,Unhealthy for Sensitive Groups,2023-06-06T05:50:00Z,2023,2023-06-06,05:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,124.6,Unhealthy for Sensitive Groups,2023-06-06T06:00:00Z,2023,2023-06-06,06:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,124.9,Unhealthy for Sensitive Groups,2023-06-06T06:10:00Z,2023,2023-06-06,06:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,127.3,Unhealthy for Sensitive Groups,2023-06-06T06:20:00Z,2023,2023-06-06,06:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,127.8,Unhealthy for Sensitive Groups,2023-06-06T06:30:00Z,2023,2023-06-06,06:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,126.4,Unhealthy for Sensitive Groups,2023-06-06T06:40:00Z,2023,2023-06-06,06:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,128.1,Unhealthy for Sensitive Groups,2023-06-06T06:50:00Z,2023,2023-06-06,06:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,127.6,Unhealthy for Sensitive Groups,2023-06-06T07:00:00Z,2023,2023-06-06,07:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,127.1,Unhealthy for Sensitive Groups,2023-06-06T07:10:00Z,2023,2023-06-06,07:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,125.6,Unhealthy for Sensitive Groups,2023-06-06T07:20:00Z,2023,2023-06-06,07:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,126.6,Unhealthy for Sensitive Groups,2023-06-06T07:30:00Z,2023,2023-06-06,07:30:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,127.8,Unhealthy for Sensitive Groups,2023-06-06T07:40:00Z,2023,2023-06-06,07:40:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,127.1,Unhealthy for Sensitive Groups,2023-06-06T07:50:00Z,2023,2023-06-06,07:50:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,129.1,Unhealthy for Sensitive Groups,2023-06-06T08:00:00Z,2023,2023-06-06,08:00:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,129.8,Unhealthy for Sensitive Groups,2023-06-06T08:10:00Z,2023,2023-06-06,08:10:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,129.3,Unhealthy for Sensitive Groups,2023-06-06T08:20:00Z,2023,2023-06-06,08:20:00,87173
/ Capital Region Air Justice Lab #1 (North Central Troy) Info at: www.mediasanctuary.org,128.6,Unhealthy for Sensitive Groups,2023-06-06T08:30:00Z,2023,2023-06-06,08:30:00,87173
